PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Minnesota,2017,11,X,2.78864,X,X,X,X,X,X,164,20,5881
States,Mississippi,2017,11,X,4.78162,X,X,X,X,X,X,843,48,17630
States,Missouri,2017,11,X,2.52691,X,X,X,X,X,X,169,18,6688
States,Montana,2017,11,X,0.252101,X,X,X,X,X,X,9,9,3570
States,Nebraska,2017,11,X,1.98883,X,X,X,X,X,X,57,13,2866
States,Nevada,2017,11,X,1.22788,X,X,X,X,X,X,238,35,19383
States,New Hampshire,2017,11,X,1.24528,X,X,X,X,X,X,33,18,2650
States,New Jersey,2017,11,X,3.37878,X,X,X,X,X,X,451,29,13348
States,New Mexico,2017,11,X,3.26966,X,X,X,X,X,X,368,26,11255
States,New York,2017,11,X,3.91216,X,X,X,X,X,X,383,64,9790
States,North Carolina,2017,11,X,3.25811,X,X,X,X,X,X,423,48,12983
States,North Dakota,2017,11,X,1.87647,X,X,X,X,X,X,24,8,1279
States,Ohio,2017,11,X,2.01427,X,X,X,X,X,X,401,69,19908
States,Oklahoma,2017,11,X,6.32794,X,X,X,X,X,X,274,20,4330
States,Oregon,2017,11,X,2.26988,X,X,X,X,X,X,127,15,5595
States,Pennsylvania,2017,11,X,2.88777,X,X,X,X,X,X,299,56,10354
States,Rhode Island,2017,11,X,1.94205,X,X,X,X,X,X,63,16,3244
States,South Carolina,2017,11,X,6.40835,X,X,X,X,X,X,387,14,6039
States,South Dakota,2017,11,X,2.65565,X,X,X,X,X,X,241,34,9075
States,Tennessee,2017,11,X,3.776,X,X,X,X,X,X,325,53,8607
States,Texas,2017,11,X,5.85242,X,X,X,X,X,X,1403,104,23973
States,Utah,2017,11,X,0.586114,X,X,X,X,X,X,91,28,15526
States,Vermont,2017,11,X,1.61962,X,X,X,X,X,X,35,10,2161
States,Virginia,2017,11,X,3.60761,X,X,X,X,X,X,3654,149,101286
States,Washington,2017,11,X,0.693333,X,X,X,X,X,X,26,46,3750
States,West Virginia,2017,11,X,3.32656,X,X,X,X,X,X,769,44,23117
States,Wisconsin,2017,11,X,2.53512,X,X,X,X,X,X,157,25,6193
States,Wyoming,2017,11,X,1.56028,X,X,X,X,X,X,66,21,4230
States,Puerto Rico,2017,11,X,3.84279,X,X,X,X,X,X,176,9,4580
States,Virgin Islands,2017,11,X,0.80429,X,X,X,X,X,X,6,2,746
States,New York City,2017,11,X,2.07658,X,X,X,X,X,X,1890,80,91015
States,Alabama,2017,12,X,6.78633,X,X,X,X,X,X,586,25,8635
States,Alaska,2017,12,X,2.5196,X,X,X,X,X,X,45,6,1786
States,Arizona,2017,12,X,2.22293,X,X,X,X,X,X,559,52,25147
States,Arkansas,2017,12,X,3.99485,X,X,X,X,X,X,124,13,3104
States,California,2017,12,X,1.95979,X,X,X,X,X,X,925,104,47199
States,Colorado,2017,12,X,1.84162,X,X,X,X,X,X,60,6,3258
States,Connecticut,2017,12,X,2.20472,X,X,X,X,X,X,98,18,4445
States,Delaware,2017,12,X,0.336247,X,X,X,X,X,X,10,13,2974
States,District of Columbia,2017,12,X,7.8258,X,X,X,X,X,X,239,2,3054
States,Florida,2017,12,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,12,X,5.21483,X,X,X,X,X,X,3146,54,60328
States,Hawaii,2017,12,X,3.30948,X,X,X,X,X,X,37,13,1118
States,Idaho,2017,12,X,0.583771,X,X,X,X,X,X,10,8,1713
States,Illinois,2017,12,X,3.10204,X,X,X,X,X,X,1440,79,46421
States,Indiana,2017,12,X,3.23067,X,X,X,X,X,X,193,25,5974
States,Iowa,2017,12,X,0.634518,X,X,X,X,X,X,25,12,3940
States,Kansas,2017,12,X,4.0404,X,X,X,X,X,X,224,28,5544
States,Kentucky,2017,12,X,8.17308,X,X,X,X,X,X,850,24,10400
States,Louisiana,2017,12,X,3.37963,X,X,X,X,X,X,1859,91,55006
States,Maine,2017,12,X,2.24138,X,X,X,X,X,X,104,27,4640
States,Maryland,2017,12,X,3.27304,X,X,X,X,X,X,304,42,9288
States,Massachusetts,2017,12,X,1.82552,X,X,X,X,X,X,556,44,30457
States,Michigan,2017,12,X,3.21732,X,X,X,X,X,X,807,73,25083
States,Minnesota,2017,12,X,3.01904,X,X,X,X,X,X,203,20,6724
States,Mississippi,2017,12,X,3.88553,X,X,X,X,X,X,778,47,20023
States,Missouri,2017,12,X,2.01827,X,X,X,X,X,X,137,16,6788
States,Montana,2017,12,X,0.0403877,X,X,X,X,X,X,1,8,2476
States,Nebraska,2017,12,X,1.35802,X,X,X,X,X,X,44,13,3240
States,Nevada,2017,12,X,0.972422,X,X,X,X,X,X,189,34,19436
States,New Hampshire,2017,12,X,1.09769,X,X,X,X,X,X,40,18,3644
States,New Jersey,2017,12,X,3.26398,X,X,X,X,X,X,513,29,15717
States,New Mexico,2017,12,X,2.37158,X,X,X,X,X,X,253,26,10668
States,New York,2017,12,X,3.57547,X,X,X,X,X,X,505,68,14124
States,North Carolina,2017,12,X,5.45548,X,X,X,X,X,X,848,48,15544
States,North Dakota,2017,12,X,1.54749,X,X,X,X,X,X,29,8,1874
States,Ohio,2017,12,X,2.15581,X,X,X,X,X,X,435,64,20178
States,Oklahoma,2017,12,X,6.54985,X,X,X,X,X,X,314,20,4794
States,Oregon,2017,12,X,1.55855,X,X,X,X,X,X,74,15,4748
States,Pennsylvania,2017,12,X,2.35755,X,X,X,X,X,X,259,52,10986
States,Rhode Island,2017,12,X,2.66774,X,X,X,X,X,X,132,16,4948
States,South Carolina,2017,12,X,7.67776,X,X,X,X,X,X,487,12,6343
States,South Dakota,2017,12,X,1.9214,X,X,X,X,X,X,176,33,9160
States,Tennessee,2017,12,X,5.9162,X,X,X,X,X,X,617,52,10429
States,Texas,2017,12,X,4.48645,X,X,X,X,X,X,1258,104,28040
States,Utah,2017,12,X,0.593898,X,X,X,X,X,X,95,32,15996
States,Vermont,2017,12,X,1.48831,X,X,X,X,X,X,42,10,2822
States,Virginia,2017,12,X,3.86367,X,X,X,X,X,X,4173,150,108006
States,Washington,2017,12,X,0.505863,X,X,X,X,X,X,22,45,4349
States,West Virginia,2017,12,X,2.95147,X,X,X,X,X,X,683,43,23141
States,Wisconsin,2017,12,X,2.12182,X,X,X,X,X,X,116,25,5467
States,Wyoming,2017,12,X,1.80465,X,X,X,X,X,X,80,22,4433
States,Puerto Rico,2017,12,X,3.48013,X,X,X,X,X,X,162,9,4655
States,Virgin Islands,2017,12,X,0.782269,X,X,X,X,X,X,6,2,767
States,New York City,2017,12,X,2.09783,X,X,X,X,X,X,2185,83,104155
States,Alabama,2017,13,X,5.18245,X,X,X,X,X,X,365,22,7043
States,Alaska,2017,13,X,4.30168,X,X,X,X,X,X,77,6,1790
States,Arizona,2017,13,X,2.36382,X,X,X,X,X,X,542,50,22929
States,Arkansas,2017,13,X,2.73072,X,X,X,X,X,X,108,11,3955
States,California,2017,13,X,1.96521,X,X,X,X,X,X,845,102,42998
States,Colorado,2017,13,X,1.39035,X,X,X,X,X,X,53,5,3812
States,Connecticut,2017,13,X,2.34073,X,X,X,X,X,X,97,16,4144
States,Delaware,2017,13,X,0.570661,X,X,X,X,X,X,17,13,2979
States,District of Columbia,2017,13,X,7.14286,X,X,X,X,X,X,207,2,2898
States,Florida,2017,13,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,13,X,4.19851,X,X,X,X,X,X,2505,55,59664
States,Hawaii,2017,13,X,2.78373,X,X,X,X,X,X,26,14,934
States,Idaho,2017,13,X,0.554017,X,X,X,X,X,X,10,7,1805
States,Illinois,2017,13,X,2.73495,X,X,X,X,X,X,1348,78,49288
States,Indiana,2017,13,X,2.65469,X,X,X,X,X,X,136,24,5123
States,Iowa,2017,13,X,0.279472,X,X,X,X,X,X,11,10,3936
States,Kansas,2017,13,X,2.64509,X,X,X,X,X,X,170,28,6427
States,Kentucky,2017,13,X,5.49145,X,X,X,X,X,X,514,22,9360
States,Louisiana,2017,13,X,2.77131,X,X,X,X,X,X,1465,95,52863
States,Maine,2017,13,X,1.66667,X,X,X,X,X,X,74,26,4440
States,Maryland,2017,13,X,3.57217,X,X,X,X,X,X,344,43,9630
States,Massachusetts,2017,13,X,2.02522,X,X,X,X,X,X,668,46,32984
States,Michigan,2017,13,X,2.69803,X,X,X,X,X,X,624,74,23128
States,Minnesota,2017,13,X,3.16175,X,X,X,X,X,X,207,20,6547
States,Mississippi,2017,13,X,3.44721,X,X,X,X,X,X,667,49,19349
States,Missouri,2017,13,X,1.75439,X,X,X,X,X,X,107,15,6099
States,Montana,2017,13,X,0.228768,X,X,X,X,X,X,8,9,3497
States,Nebraska,2017,13,X,0.888585,X,X,X,X,X,X,26,12,2926
States,Nevada,2017,13,X,0.89526,X,X,X,X,X,X,163,33,18207
States,New Hampshire,2017,13,X,0.891892,X,X,X,X,X,X,33,18,3700
States,New Jersey,2017,13,X,3.98586,X,X,X,X,X,X,620,29,15555
States,New Mexico,2017,13,X,1.96868,X,X,X,X,X,X,215,27,10921
States,New York,2017,13,X,4.58545,X,X,X,X,X,X,568,66,12387
States,North Carolina,2017,13,X,4.06883,X,X,X,X,X,X,603,46,14820
States,North Dakota,2017,13,X,1.85292,X,X,X,X,X,X,32,7,1727
States,Ohio,2017,13,X,1.71733,X,X,X,X,X,X,322,52,18750
States,Oklahoma,2017,13,X,4.20508,X,X,X,X,X,X,187,17,4447
States,Oregon,2017,13,X,0.894415,X,X,X,X,X,X,41,16,4584
States,Pennsylvania,2017,13,X,2.63832,X,X,X,X,X,X,309,52,11712
States,Rhode Island,2017,13,X,2.85782,X,X,X,X,X,X,121,16,4234
States,South Carolina,2017,13,X,5.57259,X,X,X,X,X,X,309,11,5545
States,South Dakota,2017,13,X,1.79856,X,X,X,X,X,X,165,34,9174
States,Tennessee,2017,13,X,4.82229,X,X,X,X,X,X,540,54,11198
States,Texas,2017,13,X,4.00722,X,X,X,X,X,X,1065,101,26577
States,Utah,2017,13,X,0.529539,X,X,X,X,X,X,83,30,15674
States,Vermont,2017,13,X,1.42248,X,X,X,X,X,X,40,10,2812
States,Virginia,2017,13,X,3.80323,X,X,X,X,X,X,3963,147,104201
States,Washington,2017,13,X,0.715084,X,X,X,X,X,X,32,45,4475
States,West Virginia,2017,13,X,2.73346,X,X,X,X,X,X,574,40,20999
States,Wisconsin,2017,13,X,1.36986,X,X,X,X,X,X,49,22,3577
States,Wyoming,2017,13,X,1.53689,X,X,X,X,X,X,60,22,3904
States,Puerto Rico,2017,13,X,3.41361,X,X,X,X,X,X,146,8,4277
States,Virgin Islands,2017,13,X,0.136426,X,X,X,X,X,X,1,2,733
States,New York City,2017,13,X,2.50397,X,X,X,X,X,X,2602,84,103915
States,Alabama,2017,14,X,3.28208,X,X,X,X,X,X,222,24,6764
States,Alaska,2017,14,X,3.85832,X,X,X,X,X,X,61,5,1581
States,Arizona,2017,14,X,2.38246,X,X,X,X,X,X,488,47,20483
States,Arkansas,2017,14,X,2.15995,X,X,X,X,X,X,74,9,3426
States,California,2017,14,X,1.73982,X,X,X,X,X,X,809,104,46499
States,Colorado,2017,14,X,1.49502,X,X,X,X,X,X,45,5,3010
States,Connecticut,2017,14,X,2.77175,X,X,X,X,X,X,115,15,4149
States,Delaware,2017,14,X,0.464618,X,X,X,X,X,X,13,13,2798
States,District of Columbia,2017,14,X,6.73207,X,X,X,X,X,X,199,2,2956
States,Florida,2017,14,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,14,X,2.9016,X,X,X,X,X,X,1503,54,51799
States,Hawaii,2017,14,X,2.92135,X,X,X,X,X,X,39,15,1335
States,Idaho,2017,14,X,0.592353,X,X,X,X,X,X,11,8,1857
States,Illinois,2017,14,X,2.35154,X,X,X,X,X,X,1169,79,49712
States,Indiana,2017,14,X,2.61927,X,X,X,X,X,X,140,25,5345
States,Iowa,2017,14,X,0.367454,X,X,X,X,X,X,14,10,3810
States,Kansas,2017,14,X,2.25758,X,X,X,X,X,X,149,28,6600
States,Kentucky,2017,14,X,3.9444,X,X,X,X,X,X,315,21,7986
States,Louisiana,2017,14,X,2.51228,X,X,X,X,X,X,1284,103,51109
States,Maine,2017,14,X,1.87339,X,X,X,X,X,X,87,26,4644
States,Maryland,2017,14,X,2.35602,X,X,X,X,X,X,216,42,9168
States,Massachusetts,2017,14,X,2.10917,X,X,X,X,X,X,694,44,32904
States,Michigan,2017,14,X,1.86882,X,X,X,X,X,X,412,73,22046
States,Minnesota,2017,14,X,3.30335,X,X,X,X,X,X,213,20,6448
States,Mississippi,2017,14,X,2.87508,X,X,X,X,X,X,426,45,14817
States,Missouri,2017,14,X,1.60621,X,X,X,X,X,X,120,17,7471
States,Montana,2017,14,X,0.163621,X,X,X,X,X,X,6,9,3667
States,Nebraska,2017,14,X,0.887282,X,X,X,X,X,X,27,13,3043
States,Nevada,2017,14,X,0.914431,X,X,X,X,X,X,165,34,18044
States,New Hampshire,2017,14,X,1.77638,X,X,X,X,X,X,68,18,3828
States,New Jersey,2017,14,X,3.52109,X,X,X,X,X,X,597,31,16955
States,New Mexico,2017,14,X,1.67285,X,X,X,X,X,X,185,26,11059
States,New York,2017,14,X,4.82565,X,X,X,X,X,X,584,62,12102
States,North Carolina,2017,14,X,3.0226,X,X,X,X,X,X,464,44,15351
States,North Dakota,2017,14,X,1.386,X,X,X,X,X,X,20,7,1443
States,Ohio,2017,14,X,1.24417,X,X,X,X,X,X,248,66,19933
States,Oklahoma,2017,14,X,4.27716,X,X,X,X,X,X,200,19,4676
States,Oregon,2017,14,X,1.08395,X,X,X,X,X,X,51,15,4705
States,Pennsylvania,2017,14,X,1.8562,X,X,X,X,X,X,245,53,13199
States,Rhode Island,2017,14,X,2.46654,X,X,X,X,X,X,129,16,5230
States,South Carolina,2017,14,X,4.50734,X,X,X,X,X,X,258,12,5724
States,South Dakota,2017,14,X,1.73496,X,X,X,X,X,X,152,33,8761
States,Tennessee,2017,14,X,3.68483,X,X,X,X,X,X,376,53,10204
States,Texas,2017,14,X,3.50145,X,X,X,X,X,X,906,101,25875
States,Utah,2017,14,X,0.502478,X,X,X,X,X,X,73,29,14528
States,Vermont,2017,14,X,1.44538,X,X,X,X,X,X,43,10,2975
States,Virginia,2017,14,X,2.70719,X,X,X,X,X,X,2675,148,98811
States,Washington,2017,14,X,0.385542,X,X,X,X,X,X,16,44,4150
States,West Virginia,2017,14,X,1.44829,X,X,X,X,X,X,318,43,21957
States,Wisconsin,2017,14,X,1.8018,X,X,X,X,X,X,114,24,6327
States,Wyoming,2017,14,X,1.07162,X,X,X,X,X,X,41,21,3826
States,Puerto Rico,2017,14,X,3.89134,X,X,X,X,X,X,106,6,2724
States,Virgin Islands,2017,14,X,0.259067,X,X,X,X,X,X,2,2,772
States,New York City,2017,14,X,2.43152,X,X,X,X,X,X,2569,81,105654
States,Alabama,2017,15,X,2.89855,X,X,X,X,X,X,210,23,7245
States,Alaska,2017,15,X,3.24983,X,X,X,X,X,X,48,5,1477
States,Arizona,2017,15,X,1.98371,X,X,X,X,X,X,380,43,19156
States,Arkansas,2017,15,X,2.01602,X,X,X,X,X,X,73,9,3621
States,California,2017,15,X,1.59589,X,X,X,X,X,X,746,103,46745
States,Colorado,2017,15,X,0.969856,X,X,X,X,X,X,37,6,3815
States,Connecticut,2017,15,X,2.18108,X,X,X,X,X,X,86,16,3943
States,Delaware,2017,15,X,0.520416,X,X,X,X,X,X,13,13,2498
States,District of Columbia,2017,15,X,0.15674,X,X,X,X,X,X,1,1,638
States,Florida,2017,15,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,15,X,2.29336,X,X,X,X,X,X,1147,51,50014
States,Hawaii,2017,15,X,2.24179,X,X,X,X,X,X,28,15,1249
States,Idaho,2017,15,X,0.744753,X,X,X,X,X,X,11,8,1477
States,Illinois,2017,15,X,1.60639,X,X,X,X,X,X,764,75,47560
States,Indiana,2017,15,X,1.34363,X,X,X,X,X,X,80,26,5954
States,Iowa,2017,15,X,0.169549,X,X,X,X,X,X,5,8,2949
States,Kansas,2017,15,X,1.39598,X,X,X,X,X,X,93,28,6662
States,Kentucky,2017,15,X,1.89341,X,X,X,X,X,X,162,21,8556
States,Louisiana,2017,15,X,2.27333,X,X,X,X,X,X,1199,91,52742
States,Maine,2017,15,X,2.1068,X,X,X,X,X,X,101,27,4794
States,Maryland,2017,15,X,1.83007,X,X,X,X,X,X,154,41,8415
States,Massachusetts,2017,15,X,1.72087,X,X,X,X,X,X,527,43,30624
States,Michigan,2017,15,X,1.45771,X,X,X,X,X,X,348,73,23873
States,Minnesota,2017,15,X,2.76616,X,X,X,X,X,X,172,18,6218
States,Mississippi,2017,15,X,3.23921,X,X,X,X,X,X,616,48,19017
States,Missouri,2017,15,X,1.28613,X,X,X,X,X,X,93,16,7231
States,Montana,2017,15,X,0.0575043,X,X,X,X,X,X,2,8,3478
States,Nebraska,2017,15,X,0.635425,X,X,X,X,X,X,16,12,2518
States,Nevada,2017,15,X,0.754254,X,X,X,X,X,X,129,34,17103
States,New Hampshire,2017,15,X,0.722624,X,X,X,X,X,X,26,17,3598
States,New Jersey,2017,15,X,3.0516,X,X,X,X,X,X,508,30,16647
States,New Mexico,2017,15,X,2.01193,X,X,X,X,X,X,199,24,9891
States,New York,2017,15,X,3.25149,X,X,X,X,X,X,343,58,10549
States,North Carolina,2017,15,X,2.45351,X,X,X,X,X,X,318,44,12961
States,North Dakota,2017,15,X,1.18577,X,X,X,X,X,X,18,7,1518
States,Ohio,2017,15,X,1.1233,X,X,X,X,X,X,216,68,19229
States,Oklahoma,2017,15,X,2.63003,X,X,X,X,X,X,134,20,5095
States,Oregon,2017,15,X,0.76666,X,X,X,X,X,X,39,16,5087
States,Pennsylvania,2017,15,X,1.73473,X,X,X,X,X,X,209,51,12048
States,Rhode Island,2017,15,X,2.10526,X,X,X,X,X,X,104,16,4940
States,South Carolina,2017,15,X,3.51038,X,X,X,X,X,X,191,13,5441
States,South Dakota,2017,15,X,1.45349,X,X,X,X,X,X,120,32,8256
States,Tennessee,2017,15,X,2.51517,X,X,X,X,X,X,228,53,9065
States,Texas,2017,15,X,3.41597,X,X,X,X,X,X,835,99,24444
States,Utah,2017,15,X,0.546992,X,X,X,X,X,X,77,27,14077
States,Vermont,2017,15,X,1.49254,X,X,X,X,X,X,43,10,2881
States,Virginia,2017,15,X,1.91896,X,X,X,X,X,X,1785,144,93019
States,Washington,2017,15,X,0.362319,X,X,X,X,X,X,16,44,4416
States,West Virginia,2017,15,X,0.962907,X,X,X,X,X,X,203,42,21082
States,Wisconsin,2017,15,X,1.92,X,X,X,X,X,X,108,24,5625
States,Wyoming,2017,15,X,1.0547,X,X,X,X,X,X,43,20,4077
States,Puerto Rico,2017,15,X,4.78062,X,X,X,X,X,X,146,7,3054
States,Virgin Islands,2017,15,X,1.85923,X,X,X,X,X,X,14,2,753
States,New York City,2017,15,X,2.19451,X,X,X,X,X,X,2189,79,99749
States,Alabama,2017,16,X,2.77162,X,X,X,X,X,X,200,23,7216
States,Alaska,2017,16,X,2.41503,X,X,X,X,X,X,27,4,1118
States,Arizona,2017,16,X,2.0602,X,X,X,X,X,X,462,50,22425
States,Arkansas,2017,16,X,1.5602,X,X,X,X,X,X,53,9,3397
States,California,2017,16,X,1.62994,X,X,X,X,X,X,776,103,47609
States,Colorado,2017,16,X,1.13247,X,X,X,X,X,X,43,5,3797
States,Connecticut,2017,16,X,2.47006,X,X,X,X,X,X,99,14,4008
States,Delaware,2017,16,X,0.222469,X,X,X,X,X,X,6,13,2697
States,District of Columbia,2017,16,X,4.52506,X,X,X,X,X,X,121,2,2674
States,Florida,2017,16,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,16,X,1.98045,X,X,X,X,X,X,1027,53,51857
States,Hawaii,2017,16,X,2.70848,X,X,X,X,X,X,38,15,1403
States,Idaho,2017,16,X,0.282805,X,X,X,X,X,X,5,8,1768
States,Illinois,2017,16,X,1.40298,X,X,X,X,X,X,676,74,48183
States,Indiana,2017,16,X,1.3877,X,X,X,X,X,X,81,24,5837
States,Iowa,2017,16,X,0.255848,X,X,X,X,X,X,7,10,2736
States,Kansas,2017,16,X,1.24727,X,X,X,X,X,X,80,26,6414
States,Kentucky,2017,16,X,1.28961,X,X,X,X,X,X,105,18,8142
States,Louisiana,2017,16,X,2.14774,X,X,X,X,X,X,1097,103,51077
States,Maine,2017,16,X,1.20361,X,X,X,X,X,X,48,26,3988
States,Maryland,2017,16,X,1.31684,X,X,X,X,X,X,115,41,8733
States,Massachusetts,2017,16,X,1.27052,X,X,X,X,X,X,298,44,23455
States,Michigan,2017,16,X,1.3616,X,X,X,X,X,X,307,69,22547
States,Minnesota,2017,16,X,2.92533,X,X,X,X,X,X,190,19,6495
States,Mississippi,2017,16,X,2.76871,X,X,X,X,X,X,441,43,15928
States,Missouri,2017,16,X,1.15415,X,X,X,X,X,X,87,17,7538
States,Montana,2017,16,X,0.111888,X,X,X,X,X,X,4,9,3575
States,Nebraska,2017,16,X,0.258207,X,X,X,X,X,X,7,12,2711
States,Nevada,2017,16,X,0.771322,X,X,X,X,X,X,139,32,18021
States,New Hampshire,2017,16,X,1.16248,X,X,X,X,X,X,43,18,3699
States,New Jersey,2017,16,X,2.30231,X,X,X,X,X,X,375,30,16288
States,New Mexico,2017,16,X,1.63185,X,X,X,X,X,X,150,23,9192
States,New York,2017,16,X,1.9606,X,X,X,X,X,X,209,56,10660
States,North Carolina,2017,16,X,1.443,X,X,X,X,X,X,190,43,13167
States,North Dakota,2017,16,X,0.630915,X,X,X,X,X,X,8,6,1268
States,Ohio,2017,16,X,0.910533,X,X,X,X,X,X,178,66,19549
States,Oklahoma,2017,16,X,1.84817,X,X,X,X,X,X,93,19,5032
States,Oregon,2017,16,X,0.874688,X,X,X,X,X,X,49,16,5602
States,Pennsylvania,2017,16,X,1.50122,X,X,X,X,X,X,191,52,12723
States,Rhode Island,2017,16,X,1.08319,X,X,X,X,X,X,50,16,4616
States,South Carolina,2017,16,X,2.12303,X,X,X,X,X,X,117,12,5511
States,South Dakota,2017,16,X,1.02898,X,X,X,X,X,X,87,33,8455
States,Tennessee,2017,16,X,3.24539,X,X,X,X,X,X,310,54,9552
States,Texas,2017,16,X,3.39009,X,X,X,X,X,X,665,83,19616
States,Utah,2017,16,X,0.559903,X,X,X,X,X,X,88,28,15717
States,Vermont,2017,16,X,1.18421,X,X,X,X,X,X,27,9,2280
States,Virginia,2017,16,X,1.40519,X,X,X,X,X,X,1282,144,91233
States,Washington,2017,16,X,0.348594,X,X,X,X,X,X,15,44,4303
States,West Virginia,2017,16,X,0.663663,X,X,X,X,X,X,137,42,20643
States,Wisconsin,2017,16,X,1.29032,X,X,X,X,X,X,48,24,3720
States,Wyoming,2017,16,X,1.12705,X,X,X,X,X,X,44,19,3904
States,Puerto Rico,2017,16,X,4.82051,X,X,X,X,X,X,141,7,2925
States,Virgin Islands,2017,16,X,1.00865,X,X,X,X,X,X,7,2,694
States,New York City,2017,16,X,1.76737,X,X,X,X,X,X,1801,81,101903
States,Alabama,2017,17,X,2.05347,X,X,X,X,X,X,149,21,7256
States,Alaska,2017,17,X,1.68011,X,X,X,X,X,X,25,5,1488
States,Arizona,2017,17,X,2.80205,X,X,X,X,X,X,420,42,14989
States,Arkansas,2017,17,X,1.36827,X,X,X,X,X,X,47,9,3435
States,California,2017,17,X,1.6618,X,X,X,X,X,X,797,103,47960
States,Colorado,2017,17,X,1.37306,X,X,X,X,X,X,53,5,3860
States,Connecticut,2017,17,X,2.04551,X,X,X,X,X,X,89,15,4351
States,Delaware,2017,17,X,0.0366032,X,X,X,X,X,X,1,13,2732
States,District of Columbia,2017,17,X,0,X,X,X,X,X,X,0,1,557
States,Florida,2017,17,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,17,X,1.68891,X,X,X,X,X,X,905,51,53585
States,Hawaii,2017,17,X,2.24252,X,X,X,X,X,X,27,14,1204
States,Idaho,2017,17,X,0.616592,X,X,X,X,X,X,11,7,1784
States,Illinois,2017,17,X,1.40462,X,X,X,X,X,X,681,77,48483
States,Indiana,2017,17,X,1.09235,X,X,X,X,X,X,66,25,6042
States,Iowa,2017,17,X,0.164908,X,X,X,X,X,X,5,8,3032
States,Kansas,2017,17,X,1.09416,X,X,X,X,X,X,71,26,6489
States,Kentucky,2017,17,X,0.924409,X,X,X,X,X,X,79,20,8546
States,Louisiana,2017,17,X,2.06866,X,X,X,X,X,X,1110,102,53658
States,Maine,2017,17,X,0.965251,X,X,X,X,X,X,40,26,4144
States,Maryland,2017,17,X,1.15975,X,X,X,X,X,X,102,41,8795
States,Massachusetts,2017,17,X,0.896083,X,X,X,X,X,X,248,39,27676
States,Michigan,2017,17,X,1.1713,X,X,X,X,X,X,285,73,24332
States,Minnesota,2017,17,X,2.43869,X,X,X,X,X,X,176,20,7217
States,Mississippi,2017,17,X,2.26128,X,X,X,X,X,X,422,47,18662
States,Missouri,2017,17,X,1.03435,X,X,X,X,X,X,78,17,7541
States,Montana,2017,17,X,0.0484027,X,X,X,X,X,X,1,7,2066
States,Nebraska,2017,17,X,0.348888,X,X,X,X,X,X,8,11,2293
States,Nevada,2017,17,X,0.716424,X,X,X,X,X,X,146,35,20379
States,New Hampshire,2017,17,X,0.540541,X,X,X,X,X,X,19,18,3515
States,New Jersey,2017,17,X,2.21879,X,X,X,X,X,X,374,31,16856
States,New Mexico,2017,17,X,1.39154,X,X,X,X,X,X,153,25,10995
States,New York,2017,17,X,1.9738,X,X,X,X,X,X,217,57,10994
States,North Carolina,2017,17,X,0.96977,X,X,X,X,X,X,128,39,13199
States,North Dakota,2017,17,X,0.444939,X,X,X,X,X,X,8,8,1798
States,Ohio,2017,17,X,0.761595,X,X,X,X,X,X,145,62,19039
States,Oklahoma,2017,17,X,1.98133,X,X,X,X,X,X,104,21,5249
States,Oregon,2017,17,X,0.451807,X,X,X,X,X,X,21,13,4648
States,Pennsylvania,2017,17,X,1.18574,X,X,X,X,X,X,161,53,13578
States,Rhode Island,2017,17,X,0.503087,X,X,X,X,X,X,22,16,4373
States,South Carolina,2017,17,X,2.58416,X,X,X,X,X,X,152,13,5882
States,South Dakota,2017,17,X,0.976727,X,X,X,X,X,X,81,32,8293
States,Tennessee,2017,17,X,2.20617,X,X,X,X,X,X,223,56,10108
States,Texas,2017,17,X,2.76932,X,X,X,X,X,X,755,101,27263
States,Utah,2017,17,X,0.636194,X,X,X,X,X,X,92,27,14461
States,Vermont,2017,17,X,0.815101,X,X,X,X,X,X,19,8,2331
States,Virginia,2017,17,X,1.2409,X,X,X,X,X,X,1122,140,90418
States,Washington,2017,17,X,0.350416,X,X,X,X,X,X,16,44,4566
States,West Virginia,2017,17,X,0.396825,X,X,X,X,X,X,80,38,20160
States,Wisconsin,2017,17,X,1.39672,X,X,X,X,X,X,52,23,3723
States,Wyoming,2017,17,X,0.809512,X,X,X,X,X,X,32,20,3953
States,Puerto Rico,2017,17,X,6.06644,X,X,X,X,X,X,126,6,2077
States,Virgin Islands,2017,17,X,0.290276,X,X,X,X,X,X,2,2,689
States,New York City,2017,17,X,1.58041,X,X,X,X,X,X,1626,82,102885
States,Alabama,2017,18,X,2.29982,X,X,X,X,X,X,164,23,7131
States,Alaska,2017,18,X,2.75168,X,X,X,X,X,X,41,5,1490
States,Arizona,2017,18,X,2.26228,X,X,X,X,X,X,487,49,21527
States,Arkansas,2017,18,X,1.87861,X,X,X,X,X,X,65,9,3460
